win,assists,baronKills,champLevel,champion,deaths,dragonKills,firstBloodKill,firstTowerKill,gameEndedInEarlySurrender,gameEndedInSurrender,goldEarned,goldSpent,individualPosition,inhibitorKills,inhibitorTakedowns,inhibitorsLost,kills,magicDamageDealt,neutralMinionsKilled,pentaKills,physicalDamageDealt,spell1,spell2,Summoner_name,timeCCingOthers,totalDamageDealt,totalHeal,totalMinionsKilled,trueDamageDealt,turretTakedowns,visionScore,wardsPlaced,matchId,gameDuration,gameCreation,gameStartTimestamp,gameEndTimestamp,gameMode,gameType
True,18,0,17,Zac,2,1,False,False,False,False,12338,11300,TOP,0,1,0,4,107651,10,0,15014,SummonerFlash,SummonerTeleport,Kim Jong Gandih,63,135836,56600,155,13169,2,14,8,EUW1_6322963062,1977,1679263735460,1679263884795,1679265861816,CLASSIC,MATCHED_GAME
True,8,0,14,Vayne,7,1,True,False,False,False,15141,13500,BOTTOM,0,2,0,15,182,12,0,94789,SummonerHeal,SummonerFlash,Alpaca00,12,114499,7445,137,19528,5,23,11,EUW1_6322963062,1977,1679263735460,1679263884795,1679265861816,CLASSIC,MATCHED_GAME
True,8,0,16,Qiyana,1,0,False,False,False,False,13110,11685,MIDDLE,1,1,0,11,15738,20,0,131202,SummonerDot,SummonerFlash,SecretsPrompt,25,148826,4237,161,1886,2,28,13,EUW1_6322963062,1977,1679263735460,1679263884795,1679265861816,CLASSIC,MATCHED_GAME
True,11,0,16,MonkeyKing,3,1,False,False,False,False,15553,15345,JUNGLE,2,2,0,12,26005,108,0,156542,SummonerFlash,SummonerSmite,Zerovskij,17,250696,13898,88,68148,5,14,1,EUW1_6322963062,1977,1679263735460,1679263884795,1679265861816,CLASSIC,MATCHED_GAME
True,9,0,15,Chogath,7,1,False,True,False,False,11578,11150,UTILITY,0,1,0,4,124138,52,0,24431,SummonerDot,SummonerFlash,Amico Mio,87,178901,7886,106,30332,2,19,9,EUW1_6322963062,1977,1679263735460,1679263884795,1679265861816,CLASSIC,MATCHED_GAME
True,16,0,18,JarvanIV,12,0,False,False,False,False,14067,13200,TOP,0,0,2,6,11739,12,0,153370,SummonerTeleport,SummonerFlash,Tsaren,28,170338,7230,149,5228,5,16,9,EUW1_6322881207,2474,1679260760671,1679260933718,1679263408279,CLASSIC,MATCHED_GAME
True,25,0,18,Maokai,8,1,False,False,False,False,15552,14675,JUNGLE,0,1,2,6,196222,158,0,43981,SummonerSmite,SummonerFlash,Erikq1000,166,299249,43124,41,59046,2,20,1,EUW1_6322881207,2474,1679260760671,1679260933718,1679263408279,CLASSIC,MATCHED_GAME
True,14,1,18,Pantheon,9,2,False,False,False,False,19718,17400,MIDDLE,1,2,2,22,4604,20,0,163269,SummonerDot,SummonerFlash,Kevinq,45,171815,4281,122,3941,3,22,13,EUW1_6322881207,2474,1679260760671,1679260933718,1679263408279,CLASSIC,MATCHED_GAME
True,16,0,18,Malzahar,10,0,False,False,False,False,20781,19035,BOTTOM,1,1,2,24,245395,10,0,5356,SummonerTeleport,SummonerFlash,gaskossa,66,251230,2393,223,478,3,24,12,EUW1_6322881207,2474,1679260760671,1679260933718,1679263408279,CLASSIC,MATCHED_GAME
True,26,0,18,Senna,9,1,False,True,False,False,17138,14600,UTILITY,1,1,2,8,1775,11,0,170724,SummonerHeal,SummonerFlash,dyrker,61,184949,20408,90,12450,4,24,13,EUW1_6322881207,2474,1679260760671,1679260933718,1679263408279,CLASSIC,MATCHED_GAME
False,18,0,18,TahmKench,11,0,False,False,False,False,13623,13960,TOP,0,1,3,4,72231,0,0,29939,SummonerFlash,SummonerTeleport,Zerovskij,59,119380,23886,151,17210,2,24,15,EUW1_6322881207,2474,1679260760671,1679260933718,1679263408279,CLASSIC,MATCHED_GAME
False,17,1,18,Ryze,9,2,False,False,False,False,21639,18650,JUNGLE,0,1,3,17,261797,136,0,17780,SummonerFlash,SummonerSmite,Kim Jong Gandih,36,317757,25156,95,38180,2,14,2,EUW1_6322881207,2474,1679260760671,1679260933718,1679263408279,CLASSIC,MATCHED_GAME
False,14,0,18,Sylas,14,0,True,False,False,False,18590,17275,MIDDLE,1,2,3,11,132065,14,0,8070,SummonerTeleport,SummonerFlash,SecretsPrompt,42,148605,22142,126,8469,2,44,20,EUW1_6322881207,2474,1679260760671,1679260933718,1679263408279,CLASSIC,MATCHED_GAME
False,15,0,18,Nilah,15,0,False,False,False,False,20868,19575,BOTTOM,0,1,3,11,0,73,0,386820,SummonerExhaust,SummonerFlash,Amico Mio,14,394949,36819,229,8129,2,11,7,EUW1_6322881207,2474,1679260760671,1679260933718,1679263408279,CLASSIC,MATCHED_GAME
False,14,0,17,Lux,17,0,False,False,False,False,13510,13425,UTILITY,1,1,3,5,127667,0,0,8509,SummonerExhaust,SummonerFlash,Alpaca00,50,156674,862,114,20498,1,45,24,EUW1_6322881207,2474,1679260760671,1679260933718,1679263408279,CLASSIC,MATCHED_GAME
False,9,0,13,Urgot,10,0,False,False,False,True,9661,9200,TOP,0,0,2,6,1258,4,0,94027,SummonerFlash,SummonerTeleport,Sir Ayudita,33,99537,1859,106,4251,2,22,10,EUW1_6321421234,1588,1679178988297,1679179024743,1679180613370,CLASSIC,MATCHED_GAME
False,8,0,14,Belveth,10,3,False,False,False,True,12968,11500,JUNGLE,0,0,2,8,8067,111,0,135681,SummonerSmite,SummonerFlash,Sir Emeterius,22,190583,11994,56,46834,3,13,5,EUW1_6321421234,1588,1679178988297,1679179024743,1679180613370,CLASSIC,MATCHED_GAME
False,12,0,13,Lux,8,0,False,False,False,True,7538,7300,MIDDLE,0,0,2,2,77874,5,0,7657,SummonerFlash,SummonerBarrier,  Sir Patitø,37,87390,121,109,1858,0,6,5,EUW1_6321421234,1588,1679178988297,1679179024743,1679180613370,CLASSIC,MATCHED_GAME
False,6,0,14,Kalista,10,0,False,False,False,True,13764,13450,BOTTOM,0,0,2,8,1800,12,0,111741,SummonerFlash,SummonerHeal,XLDrakenXL,9,119295,6914,168,5754,1,16,8,EUW1_6321421234,1588,1679178988297,1679179024743,1679180613370,CLASSIC,MATCHED_GAME
False,11,0,11,Taric,11,0,False,False,False,True,6838,5625,UTILITY,0,0,2,1,15346,0,0,7508,SummonerFlash,SummonerDot,noo onee,40,28895,3551,33,6040,2,35,18,EUW1_6321421234,1588,1679178988297,1679179024743,1679180613370,CLASSIC,MATCHED_GAME
True,6,0,15,Sett,7,0,False,True,False,True,12586,11600,TOP,1,2,0,7,161,0,0,100665,SummonerDot,SummonerFlash,Ale866,24,122477,5134,132,21650,5,26,11,EUW1_6321421234,1588,1679178988297,1679179024743,1679180613370,CLASSIC,MATCHED_GAME
True,17,1,14,Hecarim,2,1,False,False,False,True,12404,11300,JUNGLE,1,1,0,9,12926,106,0,110107,SummonerHaste,SummonerSmite,Zerovskij,29,155632,18973,18,32598,3,19,10,EUW1_6321421234,1588,1679178988297,1679179024743,1679180613370,CLASSIC,MATCHED_GAME
True,21,0,14,TwistedFate,4,0,False,False,False,True,8975,8633,MIDDLE,0,0,0,0,59734,0,0,29767,SummonerFlash,SummonerBarrier,Kim Jong Gandih,47,93133,2050,117,3631,0,11,6,EUW1_6321421234,1588,1679178988297,1679179024743,1679180613370,CLASSIC,MATCHED_GAME
True,15,0,12,Pyke,4,0,False,False,False,True,12760,11075,UTILITY,0,0,0,17,0,8,0,23127,SummonerDot,SummonerFlash,SecretsPrompt,32,36737,3889,32,13609,1,47,23,EUW1_6321421234,1588,1679178988297,1679179024743,1679180613370,CLASSIC,MATCHED_GAME
True,15,0,15,Zeri,8,0,True,False,False,True,15614,14600,BOTTOM,0,1,0,16,24845,16,0,114335,SummonerHaste,SummonerFlash,Amico Mio,9,154589,3818,162,15409,4,26,8,EUW1_6321421234,1588,1679178988297,1679179024743,1679180613370,CLASSIC,MATCHED_GAME
False,13,0,16,Kennen,12,0,False,False,False,False,11415,11440,TOP,0,0,2,5,84725,6,0,17377,SummonerTeleport,SummonerFlash,SecretsPrompt,29,106188,2637,160,4085,1,32,15,EUW1_6321349425,2017,1679176608197,1679176661467,1679178678641,CLASSIC,MATCHED_GAME
False,12,0,16,Ryze,10,0,False,False,False,False,12053,11100,MIDDLE,0,0,2,7,126973,6,0,11319,SummonerFlash,SummonerSmite,Kim Jong Gandih,24,146788,5595,172,8495,1,22,10,EUW1_6321349425,2017,1679176608197,1679176661467,1679178678641,CLASSIC,MATCHED_GAME
False,14,0,17,Nasus,9,0,False,False,False,False,14511,13925,JUNGLE,0,0,2,5,37295,183,0,257914,SummonerSmite,SummonerHaste,Amico Mio,11,338432,22120,51,43220,0,20,0,EUW1_6321349425,2017,1679176608197,1679176661467,1679178678641,CLASSIC,MATCHED_GAME
False,6,0,16,Xayah,9,1,False,False,False,False,16136,15150,BOTTOM,0,0,2,13,844,6,0,183500,SummonerFlash,SummonerHeal,Zerovskij,24,186729,6354,224,2385,0,21,13,EUW1_6321349425,2017,1679176608197,1679176661467,1679178678641,CLASSIC,MATCHED_GAME
False,18,0,14,Thresh,15,0,False,True,False,False,7852,7275,UTILITY,0,0,2,0,18074,0,0,7009,SummonerExhaust,SummonerFlash,Ale866,54,28427,418,39,3343,1,41,28,EUW1_6321349425,2017,1679176608197,1679176661467,1679178678641,CLASSIC,MATCHED_GAME
True,11,0,17,Pantheon,7,0,False,False,False,False,11386,11100,TOP,0,1,0,5,6722,8,0,108780,SummonerTeleport,SummonerFlash,Hazíel,24,115503,3464,139,0,2,14,8,EUW1_6321349425,2017,1679176608197,1679176661467,1679178678641,CLASSIC,MATCHED_GAME
True,28,1,18,Udyr,1,3,False,False,False,False,16872,13800,JUNGLE,0,2,0,9,155105,165,0,70647,SummonerHaste,SummonerSmite,CLOCHARDRAPIDE,52,276630,28304,67,50877,4,29,3,EUW1_6321349425,2017,1679176608197,1679176661467,1679178678641,CLASSIC,MATCHED_GAME
True,23,0,15,Nautilus,9,1,False,False,False,False,9983,9625,UTILITY,0,0,0,6,11431,4,0,9167,SummonerFlash,SummonerDot,λrchaïque,65,27037,590,36,6438,1,62,26,EUW1_6321349425,2017,1679176608197,1679176661467,1679178678641,CLASSIC,MATCHED_GAME
True,14,1,15,Ashe,9,0,True,False,False,False,13566,12850,BOTTOM,0,0,0,13,6061,12,0,109358,SummonerHeal,SummonerFlash,FNG Vaderetro,53,130036,5551,130,14615,0,58,13,EUW1_6321349425,2017,1679176608197,1679176661467,1679178678641,CLASSIC,MATCHED_GAME
True,9,0,18,Qiyana,4,0,False,False,False,False,17904,15960,MIDDLE,2,2,0,22,17896,15,0,166250,SummonerTeleport,SummonerFlash,Cηrsyy,42,186571,1628,196,2425,5,17,3,EUW1_6321349425,2017,1679176608197,1679176661467,1679178678641,CLASSIC,MATCHED_GAME
True,9,0,17,Gwen,10,0,False,False,False,False,15604,14550,TOP,1,1,0,9,131985,19,0,39767,SummonerDot,SummonerTeleport,SimberGWENza,7,229346,10824,228,57593,5,34,12,EUW1_6318542855,1810,1679002126152,1679002162776,1679003973529,CLASSIC,MATCHED_GAME
True,7,0,17,Karthus,9,0,False,False,False,False,15183,15050,JUNGLE,0,0,0,11,236635,163,0,6298,SummonerSmite,SummonerFlash,IburnRlto,20,285350,10845,61,42417,1,12,5,EUW1_6318542855,1810,1679002126152,1679002162776,1679003973529,CLASSIC,MATCHED_GAME
True,10,0,16,Zilean,9,0,False,False,False,False,11614,9975,MIDDLE,1,2,0,8,93367,0,0,6500,SummonerTeleport,SummonerFlash,DiosIvanMT,31,108877,8715,133,9009,5,18,11,EUW1_6318542855,1810,1679002126152,1679002162776,1679003973529,CLASSIC,MATCHED_GAME
True,10,1,14,MissFortune,14,2,False,False,False,False,13452,12250,BOTTOM,1,1,0,8,977,21,0,139305,SummonerHeal,SummonerFlash,Baby mit Stock,4,162871,3347,152,22587,5,5,4,EUW1_6318542855,1810,1679002126152,1679002162776,1679003973529,CLASSIC,MATCHED_GAME
True,15,0,14,Zyra,8,1,False,False,False,False,11485,10525,UTILITY,0,1,0,7,64743,6,0,5329,SummonerFlash,SummonerBarrier,Truckigster,50,70185,2667,35,111,3,83,26,EUW1_6318542855,1810,1679002126152,1679002162776,1679003973529,CLASSIC,MATCHED_GAME
False,19,0,14,Pyke,5,0,True,False,False,False,11049,10725,JUNGLE,0,0,3,10,0,0,0,24740,SummonerDot,SummonerFlash,SecretsPrompt,30,33056,5865,26,8315,0,42,21,EUW1_6318542855,1810,1679002126152,1679002162776,1679003973529,CLASSIC,MATCHED_GAME
False,14,0,15,Zac,7,1,False,False,False,False,14486,14000,JUNGLE,0,0,3,15,123591,80,0,17515,SummonerFlash,SummonerSmite,Kim Jong Gandih,35,162758,40032,75,21651,1,21,9,EUW1_6318542855,1810,1679002126152,1679002162776,1679003973529,CLASSIC,MATCHED_GAME
False,20,0,16,Orianna,10,0,False,False,False,False,13439,13035,MIDDLE,0,0,3,10,131953,10,0,14592,SummonerBarrier,SummonerFlash,Amico Mio,20,151727,2015,165,5181,1,11,7,EUW1_6318542855,1810,1679002126152,1679002162776,1679003973529,CLASSIC,MATCHED_GAME
False,10,0,15,Jhin,11,0,False,False,False,False,12212,12155,JUNGLE,0,0,3,9,8260,0,0,119041,SummonerFlash,SummonerHeal,Zerovskij,22,129796,5846,134,2495,1,19,7,EUW1_6318542855,1810,1679002126152,1679002162776,1679003973529,CLASSIC,MATCHED_GAME
False,14,0,15,Kennen,10,0,False,False,False,False,10481,10175,TOP,0,0,3,5,80254,7,0,11914,SummonerTeleport,SummonerFlash,Peppe2502,24,94810,3868,120,2641,0,12,1,EUW1_6318542855,1810,1679002126152,1679002162776,1679003973529,CLASSIC,MATCHED_GAME
True,17,0,18,Warwick,12,0,False,False,False,False,14465,14275,TOP,1,1,1,6,42941,0,0,77259,SummonerBarrier,SummonerFlash,Step Brolaf,36,123865,24470,176,3665,2,43,15,EUW1_6318445600,2439,1678999060994,1678999105836,1679001544984,CLASSIC,MATCHED_GAME
True,10,1,18,XinZhao,14,4,False,False,False,False,18229,15050,JUNGLE,1,1,1,12,20282,173,0,253974,SummonerSmite,SummonerFlash,HarterSchanker69,31,333069,28130,53,58812,5,16,7,EUW1_6318445600,2439,1678999060994,1678999105836,1679001544984,CLASSIC,MATCHED_GAME
True,14,0,18,Lissandra,13,0,False,False,False,False,15120,13600,MIDDLE,0,1,1,8,183475,0,0,15602,SummonerFlash,SummonerTeleport,DigSuckerRiven,66,200229,3300,206,1150,4,15,7,EUW1_6318445600,2439,1678999060994,1678999105836,1679001544984,CLASSIC,MATCHED_GAME
True,16,0,18,Kaisa,4,1,False,True,False,False,27180,21050,BOTTOM,0,2,1,30,56015,39,0,358004,SummonerFlash,SummonerHeal,MaBoRokun,19,456635,12646,307,42616,8,41,13,EUW1_6318445600,2439,1678999060994,1678999105836,1679001544984,CLASSIC,MATCHED_GAME
True,32,0,17,Leona,10,0,False,False,False,False,13364,12650,UTILITY,0,2,1,5,25856,0,0,10803,SummonerFlash,SummonerDot,AniReyjOne,92,46419,6101,33,9758,7,51,23,EUW1_6318445600,2439,1678999060994,1678999105836,1679001544984,CLASSIC,MATCHED_GAME
False,19,0,16,Volibear,12,0,False,False,False,False,13071,12975,TOP,0,0,2,4,69219,29,0,60172,SummonerTeleport,SummonerHaste,Peppe2502,48,132377,6099,120,2985,2,16,7,EUW1_6318445600,2439,1678999060994,1678999105836,1679001544984,CLASSIC,MATCHED_GAME
False,17,0,17,Ekko,10,1,False,False,False,False,15189,13650,JUNGLE,0,0,2,7,175570,139,0,31979,SummonerSmite,SummonerFlash,SecretsPrompt,24,248161,17222,62,40611,2,39,16,EUW1_6318445600,2439,1678999060994,1678999105836,1679001544984,CLASSIC,MATCHED_GAME
False,15,0,18,Chogath,8,0,False,False,False,False,21317,17350,MIDDLE,0,0,2,20,250242,9,0,20007,SummonerFlash,SummonerTeleport,Kim Jong Gandih,127,290189,18775,274,19939,1,29,10,EUW1_6318445600,2439,1678999060994,1678999105836,1679001544984,CLASSIC,MATCHED_GAME
False,22,0,16,TahmKench,15,0,True,False,False,False,13165,11475,UTILITY,0,0,2,8,51432,4,0,13612,SummonerFlash,SummonerDot,Zerovskij,44,72171,14472,57,7126,1,71,30,EUW1_6318445600,2439,1678999060994,1678999105836,1679001544984,CLASSIC,MATCHED_GAME
False,14,0,18,Jinx,16,0,False,False,False,False,20705,17400,BOTTOM,1,1,2,14,1351,80,0,388152,SummonerHaste,SummonerFlash,Amico Mio,24,408714,5011,260,19209,6,21,8,EUW1_6318445600,2439,1678999060994,1678999105836,1679001544984,CLASSIC,MATCHED_GAME
False,19,0,18,Hecarim,6,2,False,False,False,False,16160,14200,JUNGLE,0,0,1,4,35136,219,0,284040,SummonerSmite,SummonerHaste,Amico Mio,29,377511,32641,52,58334,3,26,2,EUW1_6313421457,2414,1678655674327,1678655706253,1678658120150,CLASSIC,MATCHED_GAME
False,14,1,17,Twitch,7,1,True,False,False,False,14508,13465,BOTTOM,0,0,1,5,1189,28,0,163355,SummonerFlash,SummonerHeal,Zerovskij,21,199350,7357,217,34805,0,46,14,EUW1_6313421457,2414,1678655674327,1678655706253,1678658120150,CLASSIC,MATCHED_GAME
